"MTU (UTC)","Generation - Solar  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Solar  [MW] Intraday / BZN|IE(SEM)","Generation - Solar  [MW] Current / BZN|IE(SEM)","Generation - Wind Offshore  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Wind Offshore  [MW] Intraday / BZN|IE(SEM)","Generation - Wind Offshore  [MW] Current / BZN|IE(SEM)","Generation - Wind Onshore  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Wind Onshore  [MW] Intraday / BZN|IE(SEM)","Generation - Wind Onshore  [MW] Current / BZN|IE(SEM)"
"23.02.2021 14:00 - 23.02.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","4403","n/e","n/e"
"23.02.2021 15:00 - 23.02.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","4332","n/e","n/e"
"23.02.2021 16:00 - 23.02.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","4281","n/e","n/e"
"23.02.2021 17:00 - 23.02.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","4239","n/e","n/e"
"23.02.2021 18:00 - 23.02.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","4187","n/e","n/e"
"23.02.2021 19:00 - 23.02.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","4121","n/e","n/e"
"23.02.2021 20:00 - 23.02.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","4042","n/e","n/e"
"23.02.2021 21:00 - 23.02.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","3934","n/e","n/e"
"23.02.2021 22:00 - 23.02.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","3776","n/e","n/e"
"23.02.2021 23:00 - 24.02.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","3576","n/e","n/e"
"24.02.2021 00:00 - 24.02.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","4524","n/e","n/e"
"24.02.2021 01:00 - 24.02.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","4490","n/e","n/e"
"24.02.2021 02:00 - 24.02.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","4392","n/e","n/e"
"24.02.2021 03:00 - 24.02.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","4150","n/e","n/e"
"24.02.2021 04:00 - 24.02.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","3955","n/e","n/e"
"24.02.2021 05:00 - 24.02.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","3726","n/e","n/e"
"24.02.2021 06:00 - 24.02.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","3513","n/e","n/e"
"24.02.2021 07:00 - 24.02.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","3359","n/e","n/e"
"24.02.2021 08:00 - 24.02.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","3157","n/e","n/e"
"24.02.2021 09:00 - 24.02.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","2919","n/e","n/e"
"24.02.2021 10:00 - 24.02.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","2685","n/e","n/e"
"24.02.2021 11:00 - 24.02.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","2469","n/e","n/e"
"24.02.2021 12:00 - 24.02.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","2297","n/e","n/e"
"24.02.2021 13:00 - 24.02.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","2171","n/e","n/e"
"24.02.2021 14:00 - 24.02.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","2068","n/e","n/e"
"24.02.2021 15:00 - 24.02.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","1960","n/e","n/e"
"24.02.2021 16:00 - 24.02.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","1836","n/e","n/e"
"24.02.2021 17:00 - 24.02.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","1710","n/e","n/e"
"24.02.2021 18:00 - 24.02.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","1623","n/e","n/e"
"24.02.2021 19:00 - 24.02.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","1591","n/e","n/e"
"24.02.2021 20:00 - 24.02.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","1596","n/e","n/e"
"24.02.2021 21:00 - 24.02.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","1632","n/e","n/e"
"24.02.2021 22:00 - 24.02.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","1688","n/e","n/e"
"24.02.2021 23:00 - 25.02.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","1756","n/e","n/e"
"25.02.2021 00:00 - 25.02.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","2213","n/e","n/e"
"25.02.2021 01:00 - 25.02.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","2137","n/e","n/e"
"25.02.2021 02:00 - 25.02.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","2064","n/e","n/e"
"25.02.2021 03:00 - 25.02.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","1994","n/e","n/e"
"25.02.2021 04:00 - 25.02.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","1904","n/e","n/e"
"25.02.2021 05:00 - 25.02.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","1792","n/e","n/e"
"25.02.2021 06:00 - 25.02.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","1676","n/e","n/e"
"25.02.2021 07:00 - 25.02.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","1607","n/e","n/e"
"25.02.2021 08:00 - 25.02.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","1541","n/e","n/e"
"25.02.2021 09:00 - 25.02.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","1488","n/e","n/e"
"25.02.2021 10:00 - 25.02.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","1475","n/e","n/e"
"25.02.2021 11:00 - 25.02.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","1527","n/e","n/e"
"25.02.2021 12:00 - 25.02.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","1539","n/e","n/e"
"25.02.2021 13:00 - 25.02.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","1479","n/e","n/e"
"25.02.2021 14:00 - 25.02.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","1396","n/e","n/e"
"25.02.2021 15:00 - 25.02.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","1293","n/e","n/e"
"25.02.2021 16:00 - 25.02.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","1124","n/e","n/e"
"25.02.2021 17:00 - 25.02.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","937","n/e","n/e"
"25.02.2021 18:00 - 25.02.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","824","n/e","n/e"
"25.02.2021 19:00 - 25.02.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","782","n/e","n/e"
"25.02.2021 20:00 - 25.02.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","794","n/e","n/e"
"25.02.2021 21:00 - 25.02.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","846","n/e","n/e"
"25.02.2021 22:00 - 25.02.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","909","n/e","n/e"
"25.02.2021 23:00 - 26.02.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","970","n/e","n/e"
"26.02.2021 00:00 - 26.02.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","789","n/e","n/e"
"26.02.2021 01:00 - 26.02.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","890","n/e","n/e"
"26.02.2021 02:00 - 26.02.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","1002","n/e","n/e"
"26.02.2021 03:00 - 26.02.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","1067","n/e","n/e"
"26.02.2021 04:00 - 26.02.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","1106","n/e","n/e"
"26.02.2021 05:00 - 26.02.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","1165","n/e","n/e"
"26.02.2021 06:00 - 26.02.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","1255","n/e","n/e"
"26.02.2021 07:00 - 26.02.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","1400","n/e","n/e"
"26.02.2021 08:00 - 26.02.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","1560","n/e","n/e"
"26.02.2021 09:00 - 26.02.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","1719","n/e","n/e"
"26.02.2021 10:00 - 26.02.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","1861","n/e","n/e"
"26.02.2021 11:00 - 26.02.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","2051","n/e","n/e"
"26.02.2021 12:00 - 26.02.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","2306","n/e","n/e"
"26.02.2021 13:00 - 26.02.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","2486","n/e","n/e"
"26.02.2021 14:00 - 26.02.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","2544","n/e","n/e"
"26.02.2021 15:00 - 26.02.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","2509","n/e","n/e"
"26.02.2021 16:00 - 26.02.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","2406","n/e","n/e"
"26.02.2021 17:00 - 26.02.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","2297","n/e","n/e"
"26.02.2021 18:00 - 26.02.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","2258","n/e","n/e"
"26.02.2021 19:00 - 26.02.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","2264","n/e","n/e"
"26.02.2021 20:00 - 26.02.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","2243","n/e","n/e"
"26.02.2021 21:00 - 26.02.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","2151","n/e","n/e"
"26.02.2021 22:00 - 26.02.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","1963","n/e","n/e"
"26.02.2021 23:00 - 27.02.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","1690","n/e","n/e"
"27.02.2021 00:00 - 27.02.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","1575","n/e","n/e"
"27.02.2021 01:00 - 27.02.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","1168","n/e","n/e"
"27.02.2021 02:00 - 27.02.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","851","n/e","n/e"
"27.02.2021 03:00 - 27.02.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","684","n/e","n/e"
"27.02.2021 04:00 - 27.02.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","530","n/e","n/e"
"27.02.2021 05:00 - 27.02.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","408","n/e","n/e"
"27.02.2021 06:00 - 27.02.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","305","n/e","n/e"
"27.02.2021 07:00 - 27.02.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","225","n/e","n/e"
"27.02.2021 08:00 - 27.02.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","196","n/e","n/e"
"27.02.2021 09:00 - 27.02.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","195","n/e","n/e"
"27.02.2021 10:00 - 27.02.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","194","n/e","n/e"
"27.02.2021 11:00 - 27.02.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","180","n/e","n/e"
"27.02.2021 12:00 - 27.02.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","173","n/e","n/e"
"27.02.2021 13:00 - 27.02.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","182","n/e","n/e"
"27.02.2021 14:00 - 27.02.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","198","n/e","n/e"
"27.02.2021 15:00 - 27.02.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","208","n/e","n/e"
"27.02.2021 16:00 - 27.02.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","214","n/e","n/e"
"27.02.2021 17:00 - 27.02.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","226","n/e","n/e"
"27.02.2021 18:00 - 27.02.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","253","n/e","n/e"
"27.02.2021 19:00 - 27.02.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","287","n/e","n/e"
"27.02.2021 20:00 - 27.02.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","311","n/e","n/e"
"27.02.2021 21:00 - 27.02.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","323","n/e","n/e"
"27.02.2021 22:00 - 27.02.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","323","n/e","n/e"
"27.02.2021 23:00 - 28.02.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","311","n/e","n/e"
"28.02.2021 00:00 - 28.02.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","237","n/e","n/e"
"28.02.2021 01:00 - 28.02.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","257","n/e","n/e"
"28.02.2021 02:00 - 28.02.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","300","n/e","n/e"
"28.02.2021 03:00 - 28.02.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","346","n/e","n/e"
"28.02.2021 04:00 - 28.02.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","370","n/e","n/e"
"28.02.2021 05:00 - 28.02.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","406","n/e","n/e"
"28.02.2021 06:00 - 28.02.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","452","n/e","n/e"
"28.02.2021 07:00 - 28.02.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","456","n/e","n/e"
"28.02.2021 08:00 - 28.02.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","469","n/e","n/e"
"28.02.2021 09:00 - 28.02.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","501","n/e","n/e"
"28.02.2021 10:00 - 28.02.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","508","n/e","n/e"
"28.02.2021 11:00 - 28.02.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","511","n/e","n/e"
"28.02.2021 12:00 - 28.02.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","538","n/e","n/e"
"28.02.2021 13:00 - 28.02.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","563","n/e","n/e"
"28.02.2021 14:00 - 28.02.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","578","n/e","n/e"
"28.02.2021 15:00 - 28.02.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","606","n/e","n/e"
"28.02.2021 16:00 - 28.02.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","659","n/e","n/e"
"28.02.2021 17:00 - 28.02.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","689","n/e","n/e"
"28.02.2021 18:00 - 28.02.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","701","n/e","n/e"
"28.02.2021 19:00 - 28.02.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","751","n/e","n/e"
"28.02.2021 20:00 - 28.02.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","833","n/e","n/e"
"28.02.2021 21:00 - 28.02.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","905","n/e","n/e"
"28.02.2021 22:00 - 28.02.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","946","n/e","n/e"
"28.02.2021 23:00 - 01.03.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","975","n/e","n/e"
"01.03.2021 00:00 - 01.03.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","1091","n/e","n/e"
"01.03.2021 01:00 - 01.03.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","1140","n/e","n/e"
"01.03.2021 02:00 - 01.03.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","1212","n/e","n/e"
"01.03.2021 03:00 - 01.03.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","1351","n/e","n/e"
"01.03.2021 04:00 - 01.03.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","1443","n/e","n/e"
"01.03.2021 05:00 - 01.03.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","1478","n/e","n/e"
"01.03.2021 06:00 - 01.03.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","1490","n/e","n/e"
"01.03.2021 07:00 - 01.03.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","1551","n/e","n/e"
"01.03.2021 08:00 - 01.03.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","1599","n/e","n/e"
"01.03.2021 09:00 - 01.03.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","1691","n/e","n/e"
"01.03.2021 10:00 - 01.03.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","1712","n/e","n/e"
"01.03.2021 11:00 - 01.03.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","1750","n/e","n/e"
"01.03.2021 12:00 - 01.03.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","1809","n/e","n/e"
"01.03.2021 13:00 - 01.03.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","1809","n/e","n/e"
"01.03.2021 14:00 - 01.03.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","1752","n/e","n/e"
"01.03.2021 15:00 - 01.03.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","1686","n/e","n/e"
"01.03.2021 16:00 - 01.03.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","1623","n/e","n/e"
"01.03.2021 17:00 - 01.03.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","1545","n/e","n/e"
"01.03.2021 18:00 - 01.03.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","1514","n/e","n/e"
"01.03.2021 19:00 - 01.03.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","1554","n/e","n/e"
"01.03.2021 20:00 - 01.03.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","1594","n/e","n/e"
"01.03.2021 21:00 - 01.03.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","1606","n/e","n/e"
"01.03.2021 22:00 - 01.03.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","1594","n/e","n/e"
"01.03.2021 23:00 - 02.03.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","1594","n/e","n/e"
"02.03.2021 00:00 - 02.03.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","914","n/e","n/e"
"02.03.2021 01:00 - 02.03.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","902","n/e","n/e"
"02.03.2021 02:00 - 02.03.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","908","n/e","n/e"
"02.03.2021 03:00 - 02.03.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","959","n/e","n/e"
"02.03.2021 04:00 - 02.03.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","995","n/e","n/e"
"02.03.2021 05:00 - 02.03.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","1072","n/e","n/e"
"02.03.2021 06:00 - 02.03.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","1188","n/e","n/e"
"02.03.2021 07:00 - 02.03.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","1248","n/e","n/e"
"02.03.2021 08:00 - 02.03.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","1259","n/e","n/e"
"02.03.2021 09:00 - 02.03.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","1214","n/e","n/e"
"02.03.2021 10:00 - 02.03.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","1113","n/e","n/e"
"02.03.2021 11:00 - 02.03.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","1016","n/e","n/e"
"02.03.2021 12:00 - 02.03.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","963","n/e","n/e"
"02.03.2021 13:00 - 02.03.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","930","n/e","n/e"
"02.03.2021 14:00 - 02.03.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","854","n/e","n/e"
"02.03.2021 15:00 - 02.03.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","751","n/e","n/e"
"02.03.2021 16:00 - 02.03.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","676","n/e","n/e"
"02.03.2021 17:00 - 02.03.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","664","n/e","n/e"
"02.03.2021 18:00 - 02.03.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","715","n/e","n/e"
"02.03.2021 19:00 - 02.03.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","785","n/e","n/e"
"02.03.2021 20:00 - 02.03.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","787","n/e","n/e"
"02.03.2021 21:00 - 02.03.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","728","n/e","n/e"
"02.03.2021 22:00 - 02.03.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","643","n/e","n/e"
"02.03.2021 23:00 - 03.03.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","568","n/e","n/e"
"03.03.2021 00:00 - 03.03.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","544","n/e","n/e"
"03.03.2021 01:00 - 03.03.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","506","n/e","n/e"
"03.03.2021 02:00 - 03.03.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","440","n/e","n/e"
"03.03.2021 03:00 - 03.03.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","388","n/e","n/e"
"03.03.2021 04:00 - 03.03.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","362","n/e","n/e"
"03.03.2021 05:00 - 03.03.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","366","n/e","n/e"
"03.03.2021 06:00 - 03.03.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","393","n/e","n/e"
"03.03.2021 07:00 - 03.03.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","407","n/e","n/e"
"03.03.2021 08:00 - 03.03.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","384","n/e","n/e"
"03.03.2021 09:00 - 03.03.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","326","n/e","n/e"
"03.03.2021 10:00 - 03.03.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","277","n/e","n/e"
"03.03.2021 11:00 - 03.03.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","239","n/e","n/e"
"03.03.2021 12:00 - 03.03.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","193","n/e","n/e"
"03.03.2021 13:00 - 03.03.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","161","n/e","n/e"
"03.03.2021 14:00 - 03.03.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","162","n/e","n/e"
"03.03.2021 15:00 - 03.03.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","194","n/e","n/e"
"03.03.2021 16:00 - 03.03.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","228","n/e","n/e"
"03.03.2021 17:00 - 03.03.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","247","n/e","n/e"
"03.03.2021 18:00 - 03.03.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","270","n/e","n/e"
"03.03.2021 19:00 - 03.03.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","318","n/e","n/e"
"03.03.2021 20:00 - 03.03.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","372","n/e","n/e"
"03.03.2021 21:00 - 03.03.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","395","n/e","n/e"
"03.03.2021 22:00 - 03.03.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","388","n/e","n/e"
"03.03.2021 23:00 - 04.03.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","384","n/e","n/e"
"04.03.2021 00:00 - 04.03.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","290","n/e","n/e"
"04.03.2021 01:00 - 04.03.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","263","n/e","n/e"
"04.03.2021 02:00 - 04.03.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","234","n/e","n/e"
"04.03.2021 03:00 - 04.03.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","228","n/e","n/e"
"04.03.2021 04:00 - 04.03.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","239","n/e","n/e"
"04.03.2021 05:00 - 04.03.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","251","n/e","n/e"
"04.03.2021 06:00 - 04.03.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","263","n/e","n/e"
"04.03.2021 07:00 - 04.03.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","285","n/e","n/e"
"04.03.2021 08:00 - 04.03.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","311","n/e","n/e"
"04.03.2021 09:00 - 04.03.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","300","n/e","n/e"
"04.03.2021 10:00 - 04.03.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","267","n/e","n/e"
"04.03.2021 11:00 - 04.03.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","250","n/e","n/e"
"04.03.2021 12:00 - 04.03.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","257","n/e","n/e"
"04.03.2021 13:00 - 04.03.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","279","n/e","n/e"
"04.03.2021 14:00 - 04.03.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","311","n/e","n/e"
"04.03.2021 15:00 - 04.03.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","357","n/e","n/e"
"04.03.2021 16:00 - 04.03.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","411","n/e","n/e"
"04.03.2021 17:00 - 04.03.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","470","n/e","n/e"
"04.03.2021 18:00 - 04.03.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","535","n/e","n/e"
"04.03.2021 19:00 - 04.03.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","618","n/e","n/e"
"04.03.2021 20:00 - 04.03.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","706","n/e","n/e"
"04.03.2021 21:00 - 04.03.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","788","n/e","n/e"
"04.03.2021 22:00 - 04.03.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","857","n/e","n/e"
"04.03.2021 23:00 - 05.03.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","917","n/e","n/e"
